filingtype,page,link,cmte,office,period,year,draft
csf,5,/pdf_files/EFS_generated/CSS_06_244_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",October 1st Report,2006,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_06_243_1726_A_1_2.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",July 1st Report,2006,Amendment 1
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_06_244_1726_A_1_3.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",October 1st Report,2006,Amendment 1
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1726_A_1_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",January 1st Report,2006,Amendment 1
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",April 1st Report,2006,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1726_A_1_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",April 1st Report,2006,Amendment 1
csf,6,/pdf_files/EFS_generated/CSS_06_243_1726_A_1_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",July 1st Report,2006,Amendment 1
csf,6,/pdf_files/EFS_generated/CSS_06_243_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",July 1st Report,2006,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",January 1st Report,2006,Original
csf,6,/pdf_files/EFS_generated/CSS_06_244_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",October 1st Report,2006,Original
csf,6,/pdf_files/EFS_generated/CSS_06_243_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",July 1st Report,2006,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",January 1st Report,2006,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",April 1st Report,2006,Original
csf,6,/pdf_files/EFS_generated/CSS_06_244_1754_A_1_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",October 1st Report,2006,Amendment 1
csf,6,/pdf_files/EFS_generated/CSS_06_244_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",October 1st Report,2006,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",April 1st Report,2006,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_06_243_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",July 1st Report,2006,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",January 1st Report,2006,Original
csf,7,/pdf_files/EFS_generated/CSS_06_244_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",October 1st Report,2006,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_06_242_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",April 1st Report,2006,Original
csf,7,/pdf_files/EFS_generated/CSS_06_243_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",July 1st Report,2006,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_06_241_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",January 1st Report,2006,Original
csf,1,/pdf_files/EFS_generated/CSS_07_244_3841_O_0_1.pdf,Yvette Alexander Constituent Fund,"Alexander, Yvette",October 1st Report,2007,Original
csf,1,/pdf_files/EFS_generated/CSS_07_241_1725_O_0_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",January 1st Report,2007,Original
csf,1,/pdf_files/EFS_generated/CSS_07_245_1725_O_0_1.pdf,Ward 6 Committee For Citizen Services,"Ambrose, Sharon",Termination Report,2007,Original
csf,1,/pdf_files/EFS_generated/CSS_07_242_2807_A_2_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",April 1st Report,2007,Amendment 2
csf,1,/pdf_files/EFS_generated/CSS_07_243_2807_A_1_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",July 1st Report,2007,Amendment 1
csf,1,/pdf_files/EFS_generated/CSS_07_244_2807_A_1_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",October 1st Report,2007,Amendment 1
csf,1,/pdf_files/EFS_generated/CSS_07_243_2807_O_0_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",July 1st Report,2007,Original
csf,1,/pdf_files/EFS_generated/CSS_07_242_2807_A_1_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",April 1st Report,2007,Amendment 1
csf,1,/pdf_files/EFS_generated/CSS_07_244_2807_O_0_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",October 1st Report,2007,Original
csf,1,/pdf_files/EFS_generated/CSS_07_241_2807_O_0_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",January 1st Report,2007,Original
csf,2,/pdf_files/EFS_generated/CSS_07_242_2807_O_0_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",April 1st Report,2007,Original
csf,2,/pdf_files/EFS_generated/CSS_07_244_3768_O_0_1.pdf,Councilmember Muriel Bowser Constituent Service Fund,"Bowser, Muriel",October 1st Report,2007,Original
csf,2,/pdf_files/EFS_generated/CSS_07_244_3768_A_1_1.pdf,Councilmember Muriel Bowser Constituent Service Fund,"Bowser, Muriel",October 1st Report,2007,Amendment 1
csf,2,/pdf_files/EFS_generated/CSS_07_244_3768_A_2_1.pdf,Councilmember Muriel Bowser Constituent Service Fund,"Bowser, Muriel",October 1st Report,2007,Amendment 2
csf,2,/pdf_files/EFS_generated/CSS_07_243_3768_O_0_1.pdf,Councilmember Muriel Bowser Constituent Service Fund,"Bowser, Muriel",July 1st Report,2007,Original
csf,2,/pdf_files/EFS_generated/CSS_07_244_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",October 1st Report,2007,Original
csf,2,/pdf_files/EFS_generated/CSS_07_243_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",July 1st Report,2007,Original
csf,2,/pdf_files/EFS_generated/CSS_07_242_2790_A_1_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",April 1st Report,2007,Amendment 1
csf,2,/pdf_files/EFS_generated/CSS_07_242_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",April 1st Report,2007,Original
csf,2,/pdf_files/EFS_generated/CSS_07_241_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",January 1st Report,2007,Original
csf,3,/pdf_files/EFS_generated/CSS_07_243_1724_O_0_1.pdf,The Common Good,"Catania, David",July 1st Report,2007,Original
csf,3,/pdf_files/EFS_generated/CSS_07_244_1724_O_0_1.pdf,The Common Good,"Catania, David",October 1st Report,2007,Original
csf,3,/pdf_files/EFS_generated/CSS_07_242_1724_O_0_1.pdf,The Common Good,"Catania, David",April 1st Report,2007,Original
csf,3,/pdf_files/EFS_generated/CSS_07_241_1724_O_0_1.pdf,The Common Good,"Catania, David",January 1st Report,2007,Original
csf,3,/pdf_files/EFS_generated/CSS_07_244_3760_A_1_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",October 1st Report,2007,Amendment 1
csf,3,/pdf_files/EFS_generated/CSS_07_243_3760_A_1_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",July 1st Report,2007,Amendment 1
csf,3,/pdf_files/EFS_generated/CSS_07_243_3760_O_0_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",July 1st Report,2007,Original
csf,3,/pdf_files/EFS_generated/CSS_07_244_3760_O_0_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",October 1st Report,2007,Original
csf,3,/pdf_files/EFS_generated/CSS_07_243_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",July 1st Report,2007,Original
csf,3,/pdf_files/EFS_generated/CSS_07_244_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",October 1st Report,2007,Original
csf,4,/pdf_files/EFS_generated/CSS_07_242_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",April 1st Report,2007,Original
csf,4,/pdf_files/EFS_generated/CSS_07_241_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",January 1st Report,2007,Original
csf,4,/pdf_files/EFS_generated/CSS_07_244_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",October 1st Report,2007,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_07_243_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",July 1st Report,2007,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_07_242_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",April 1st Report,2007,Original
csf,4,/pdf_files/EFS_generated/CSS_07_241_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",January 1st Report,2007,Original
csf,4,/pdf_files/EFS_generated/CSS_07_243_3733_O_0_1.pdf,Mayor Adrian Fenty Constituent Service Fund ,"Fenty, Adrian",July 1st Report,2007,Original
csf,4,/pdf_files/EFS_generated/CSS_07_244_3733_O_0_1.pdf,Mayor Adrian Fenty Constituent Service Fund ,"Fenty, Adrian",October 1st Report,2007,Original
csf,4,/pdf_files/EFS_generated/CSS_07_242_3733_O_0_1.pdf,Mayor Adrian Fenty Constituent Service Fund ,"Fenty, Adrian",April 1st Report,2007,Original
csf,4,/pdf_files/EFS_generated/CSS_07_245_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",Termination Report,2007,Original
csf,5,/pdf_files/EFS_generated/CSS_07_241_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",January 1st Report,2007,Original
csf,5,/pdf_files/EFS_generated/CSS_07_242_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",April 1st Report,2007,Original
csf,5,/pdf_files/EFS_generated/CSS_07_243_1730_O_0_1.pdf,Councilmember Adrian Fenty Constituent Service Fund,"Fenty, Adrian",July 1st Report,2007,Original
csf,5,/pdf_files/EFS_generated/CSS_07_244_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",October 1st Report,2007,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_07_243_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",July 1st Report,2007,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_07_241_1727_A_1_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",January 1st Report,2007,Amendment 1
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_07_241_1727_O_0_2.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",January 1st Report,2007,Original
csf,5,/pdf_files/EFS_generated/CSS_07_241_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",January 1st Report,2007,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_07_242_1727_O_0_1.pdf,Friends Of Jim Graham Constituent Services Fund,"Graham, Jim",April 1st Report,2007,Original
csf,5,/pdf_files/EFS_generated/CSS_07_244_3842_O_0_1.pdf,Chairman Vincent C. Gray Constituent Service Fund,"Gray, Vincent",October 1st Report,2007,Original
csf,6,/pdf_files/EFS_generated/CSS_07_243_1723_O_0_1.pdf,Phil's Fund For Citizen Service,"Mendelson, Phil",July 1st Report,2007,Original
csf,6,/pdf_files/EFS_generated/CSS_07_242_1723_O_0_1.pdf,Phil's Fund For Citizen Service,"Mendelson, Phil",April 1st Report,2007,Original
csf,6,/pdf_files/EFS_generated/CSS_07_241_1723_O_0_1.pdf,Phil's Fund For Citizen Service,"Mendelson, Phil",January 1st Report,2007,Original
csf,6,/pdf_files/EFS_generated/CSS_07_244_1723_O_0_1.pdf,Phil's Fund For Citizen Service,"Mendelson, Phil",October 1st Report,2007,Original
csf,6,/pdf_files/EFS_generated/CSS_07_241_1726_O_0_1.pdf,Ward 5 Constituent Services Fund,"Orange, Vincent",January 1st Report,2007,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_07_245_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",Termination Report,2007,Original
csf,6,/pdf_files/EFS_generated/CSS_07_241_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",January 1st Report,2007,Original
csf,6,/scan_image/EFS_PDFFiles_prod/CSS_07_243_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",July 1st Report,2007,Original
csf,6,/pdf_files/EFS_generated/CSS_07_244_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",October 1st Report,2007,Original
csf,6,/pdf_files/EFS_generated/CSS_07_242_1757_O_0_1.pdf,Ward 3 Constituent Service Fund,"Patterson, Kathy",April 1st Report,2007,Original
csf,7,/pdf_files/EFS_generated/CSS_07_244_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",October 1st Report,2007,Original
csf,7,/scan_image/EFS_PDFFiles_prod/CSS_07_243_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",July 1st Report,2007,Original
csf,7,/pdf_files/EFS_generated/CSS_07_241_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",January 1st Report,2007,Original
csf,7,/pdf_files/EFS_generated/CSS_07_242_1754_O_0_1.pdf,Carol Schwartz Council At Large - CSP,"Schwartz, Carol",April 1st Report,2007,Original
csf,7,/pdf_files/EFS_generated/CSS_07_244_3789_O_0_1.pdf,Ward 5 Community Solution Fund,"Thomas, Harry   (Tommy)",October 1st Report,2007,Original
csf,7,/pdf_files/EFS_generated/CSS_07_243_3789_O_0_1.pdf,Ward 5 Community Solution Fund,"Thomas, Harry   (Tommy)",July 1st Report,2007,Original
csf,7,/pdf_files/EFS_generated/CSS_07_244_3742_O_0_1.pdf,Ward 6 Constituent Service Program,"Wells,  Tommy",October 1st Report,2007,Original
csf,7,/pdf_files/EFS_generated/CSS_07_243_3742_O_0_1.pdf,Ward 6 Constituent Service Program,"Wells,  Tommy",July 1st Report,2007,Original
csf,7,/pdf_files/EFS_generated/CSS_07_242_3742_O_0_1.pdf,Ward 6 Constituent Service Program,"Wells,  Tommy",April 1st Report,2007,Original
csf,7,/pdf_files/EFS_generated/CSS_07_242_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",April 1st Report,2007,Original
csf,8,/pdf_files/EFS_generated/CSS_07_241_1728_O_0_1.pdf,Mayor William Citizen Service Program,"Williams, Anthony",January 1st Report,2007,Original
csf,1,/pdf_files/EFS_generated/CSS_08_243_3841_A_1_1.pdf,Yvette Alexander Constituent Fund,"Alexander, Yvette",July 1st Report,2008,Amendment 1
csf,1,/pdf_files/EFS_generated/CSS_08_244_3841_A_2_1.pdf,Yvette Alexander Constituent Fund,"Alexander, Yvette",October 1st Report,2008,Amendment 2
csf,1,/pdf_files/EFS_generated/CSS_08_241_3841_A_1_1.pdf,Yvette Alexander Constituent Fund,"Alexander, Yvette",January 1st Report,2008,Amendment 1
csf,1,/pdf_files/EFS_generated/CSS_08_242_3841_A_1_1.pdf,Yvette Alexander Constituent Fund,"Alexander, Yvette",April 1st Report,2008,Amendment 1
csf,1,/pdf_files/EFS_generated/CSS_08_241_3841_O_0_1.pdf,Yvette Alexander Constituent Fund,"Alexander, Yvette",January 1st Report,2008,Original
csf,1,/pdf_files/EFS_generated/CSS_08_244_3841_A_1_1.pdf,Yvette Alexander Constituent Fund,"Alexander, Yvette",October 1st Report,2008,Amendment 1
csf,1,/pdf_files/EFS_generated/CSS_08_242_3841_O_0_1.pdf,Yvette Alexander Constituent Fund,"Alexander, Yvette",April 1st Report,2008,Original
csf,1,/pdf_files/EFS_generated/CSS_08_243_3841_O_0_1.pdf,Yvette Alexander Constituent Fund,"Alexander, Yvette",July 1st Report,2008,Original
csf,1,/pdf_files/EFS_generated/CSS_08_244_3841_O_0_1.pdf,Yvette Alexander Constituent Fund,"Alexander, Yvette",October 1st Report,2008,Original
csf,1,/pdf_files/EFS_generated/CSS_08_241_2807_A_1_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",January 1st Report,2008,Amendment 1
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_08_243_2807_A_1_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",July 1st Report,2008,Amendment 1
csf,2,/scan_image/EFS_PDFFiles_prod/CSS_08_244_2807_A_1_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",October 1st Report,2008,Amendment 1
csf,2,/pdf_files/EFS_generated/CSS_08_241_2807_A_2_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",January 1st Report,2008,Amendment 2
csf,2,/pdf_files/EFS_generated/CSS_08_242_2807_A_2_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",April 1st Report,2008,Amendment 2
csf,2,/pdf_files/EFS_generated/CSS_08_242_2807_O_0_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",April 1st Report,2008,Original
csf,2,/pdf_files/EFS_generated/CSS_08_242_2807_A_1_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",April 1st Report,2008,Amendment 1
csf,2,/pdf_files/EFS_generated/CSS_08_244_2807_O_0_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",October 1st Report,2008,Original
csf,2,/pdf_files/EFS_generated/CSS_08_243_2807_O_0_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",July 1st Report,2008,Original
csf,2,/pdf_files/EFS_generated/CSS_08_241_2807_O_0_1.pdf,Ward 8 Constituent Services Fund,"Barry, Marion",January 1st Report,2008,Original
csf,2,/pdf_files/EFS_generated/CSS_08_243_3768_A_1_1.pdf,Councilmember Muriel Bowser Constituent Service Fund,"Bowser, Muriel",July 1st Report,2008,Amendment 1
csf,3,/pdf_files/EFS_generated/CSS_08_241_3768_A_1_1.pdf,Councilmember Muriel Bowser Constituent Service Fund,"Bowser, Muriel",January 1st Report,2008,Amendment 1
csf,3,/pdf_files/EFS_generated/CSS_08_243_3768_O_0_1.pdf,Councilmember Muriel Bowser Constituent Service Fund,"Bowser, Muriel",July 1st Report,2008,Original
csf,3,/pdf_files/EFS_generated/CSS_08_241_3768_O_0_1.pdf,Councilmember Muriel Bowser Constituent Service Fund,"Bowser, Muriel",January 1st Report,2008,Original
csf,3,/pdf_files/EFS_generated/CSS_08_242_3768_O_0_1.pdf,Councilmember Muriel Bowser Constituent Service Fund,"Bowser, Muriel",April 1st Report,2008,Original
csf,3,/pdf_files/EFS_generated/CSS_08_245_3768_O_0_1.pdf,Councilmember Muriel Bowser Constituent Service Fund,"Bowser, Muriel",Termination Report,2008,Original
csf,3,/pdf_files/EFS_generated/CSS_08_244_3768_O_0_1.pdf,Councilmember Muriel Bowser Constituent Service Fund,"Bowser, Muriel",October 1st Report,2008,Original
csf,3,/pdf_files/EFS_generated/CSS_08_244_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",October 1st Report,2008,Original
csf,3,/pdf_files/EFS_generated/CSS_08_241_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",January 1st Report,2008,Original
csf,3,/pdf_files/EFS_generated/CSS_08_242_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",April 1st Report,2008,Original
csf,3,/pdf_files/EFS_generated/CSS_08_243_2790_O_0_1.pdf,Councilmember Kwame R. Brown CSF,"Brown, Kwame",July 1st Report,2008,Original
csf,4,/pdf_files/EFS_generated/CSS_08_244_1724_O_0_1.pdf,The Common Good,"Catania, David",October 1st Report,2008,Original
csf,4,/pdf_files/EFS_generated/CSS_08_244_1724_A_1_1.pdf,The Common Good,"Catania, David",October 1st Report,2008,Amendment 1
csf,4,/pdf_files/EFS_generated/CSS_08_242_1724_O_0_1.pdf,The Common Good,"Catania, David",April 1st Report,2008,Original
csf,4,/pdf_files/EFS_generated/CSS_08_241_1724_O_0_1.pdf,The Common Good,"Catania, David",January 1st Report,2008,Original
csf,4,/pdf_files/EFS_generated/CSS_08_243_1724_O_0_1.pdf,The Common Good,"Catania, David",July 1st Report,2008,Original
csf,4,/scan_image/EFS_PDFFiles_prod/CSS_08_243_1724_O_0_2.pdf,The Common Good,"Catania, David",July 1st Report,2008,Original
csf,4,/pdf_files/EFS_generated/CSS_08_241_3760_A_1_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",January 1st Report,2008,Amendment 1
csf,4,/pdf_files/EFS_generated/CSS_08_242_3760_A_1_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",April 1st Report,2008,Amendment 1
csf,4,/pdf_files/EFS_generated/CSS_08_243_3760_A_1_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",July 1st Report,2008,Amendment 1
csf,4,/pdf_files/EFS_generated/CSS_08_244_3760_A_1_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",October 1st Report,2008,Amendment 1
csf,5,/pdf_files/EFS_generated/CSS_08_242_3760_O_0_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",April 1st Report,2008,Original
csf,5,/pdf_files/EFS_generated/CSS_08_241_3760_O_0_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",January 1st Report,2008,Original
csf,5,/pdf_files/EFS_generated/CSS_08_243_3760_O_0_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",July 1st Report,2008,Original
csf,5,/pdf_files/EFS_generated/CSS_08_244_3760_O_0_1.pdf,Mary Cheh Ward 3 Constituent Service FD.,"Cheh, Mary",October 1st Report,2008,Original
csf,5,/pdf_files/EFS_generated/CSS_08_245_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",Termination Report,2008,Original
csf,5,/pdf_files/EFS_generated/CSS_08_241_1731_O_0_1.pdf,Chairman Linda W. Cropp Citizen-Service Fund,"Cropp, Linda",January 1st Report,2008,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_08_244_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",October 1st Report,2008,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_08_241_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",January 1st Report,2008,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_08_242_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",April 1st Report,2008,Original
csf,5,/scan_image/EFS_PDFFiles_prod/CSS_08_243_1811_O_0_1.pdf,Evans Constituent Service Fund,"Evans, Jack",July 1st Report,2008,Original
csf,6,/pdf_files/EFS_generated/CSS_08_242_3733_O_0_1.pdf,Mayor Adrian Fenty Constituent Service Fund ,"Fenty, Adrian",April 1st Report,2008,Original
csf,6,/pdf_files/EFS_generated/CSS_08_243_3733_O_0_1.pdf,Mayor Adrian Fenty Constituent Service Fund ,"Fenty, Adrian",July 1st Report,2008,Original
